央视,#genre#
湖南卫视,http://113.133.234.33:8014/rtp/239.112.205.62:5140
江苏卫视,http://113.133.234.33:8014/rtp/239.112.205.63:5140
浙江卫视,http://113.133.234.33:8014/rtp/239.112.205.64:5140
北京卫视,http://113.133.234.33:8014/rtp/239.112.205.65:5140
广东卫视,http://113.133.234.33:8014/rtp/239.112.205.66:5140
深圳卫视,http://113.133.234.33:8014/rtp/239.112.205.67:5140
黑龙江卫视,http://113.133.234.33:8014/rtp/239.112.205.68:5140
湖北卫视,http://113.133.234.33:8014/rtp/239.112.205.69:5140
山东卫视,http://113.133.234.33:8014/rtp/239.112.205.70:5140
四川卫视,http://113.133.234.33:8014/rtp/239.112.205.184:5140
安徽卫视,http://113.133.234.33:8014/rtp/239.112.205.72:5140
重庆卫视,http://113.133.234.33:8014/rtp/239.112.205.179:5140
天津卫视,http://113.133.234.33:8014/rtp/239.112.205.74:5140
东南卫视,http://113.133.234.33:8014/rtp/239.112.205.182:5140
厦门卫视,http://113.133.234.33:8014/rtp/239.112.205.60:5140
河南卫视,http://113.133.234.33:8014/rtp/239.112.205.180:5140
江西卫视,http://113.133.234.33:8014/rtp/239.111.205.16:5140
吉林卫视,http://113.133.234.33:8014/rtp/239.112.205.183:5140
贵州卫视,http://113.133.234.33:8014/rtp/239.112.205.178:5140
辽宁卫视,http://113.133.234.33:8014/rtp/239.112.205.73:5140
河北卫视,http://113.133.234.33:8014/rtp/239.112.205.200:5140
云南卫视,http://113.133.234.33:8014/rtp/239.112.205.58:5140
山西卫视,http://113.133.234.33:8014/rtp/239.112.205.46:5140
甘肃卫视,http://113.133.234.33:8014/rtp/239.112.205.48:5140
宁夏卫视,http://113.133.234.33:8014/rtp/239.112.205.49:5140
海南卫视,http://113.133.234.33:8014/rtp/239.112.205.50:5140
广西卫视,http://113.133.234.33:8014/rtp/239.112.205.51:5140
青海卫视,http://113.133.234.33:8014/rtp/239.112.205.53:5140
西藏卫视,http://113.133.234.33:8014/rtp/239.112.205.54:5140
内蒙古卫视,http://113.133.234.33:8014/rtp/239.112.205.55:5140
新疆卫视,http://113.133.234.33:8014/rtp/239.112.205.56:5140
兵团卫视,http://113.133.234.33:8014/rtp/239.112.205.198:5140
陕西卫视,http://113.133.234.33:8008/rtp/239.111.205.35:5140
农林卫视,http://113.133.234.33:8008/rtp/239.112.205.27:5140
东方卫视,http://113.133.234.33:8008/rtp/239.112.205.61:5140
湖南卫视,http://113.133.234.33:8008/rtp/239.112.205.62:5140
江苏卫视,http://113.133.234.33:8008/rtp/239.112.205.63:5140
浙江卫视,http://113.133.234.33:8008/rtp/239.112.205.64:5140
北京卫视,http://113.133.234.33:8008/rtp/239.112.205.65:5140
广东卫视,http://113.133.234.33:8008/rtp/239.112.205.66:5140
深圳卫视,http://113.133.234.33:8008/rtp/239.112.205.67:5140
黑龙江卫视,http://113.133.234.33:8008/rtp/239.112.205.68:5140
湖北卫视,http://113.133.234.33:8008/rtp/239.112.205.69:5140
山东卫视,http://113.133.234.33:8008/rtp/239.112.205.70:5140
四川卫视,http://113.133.234.33:8008/rtp/239.112.205.184:5140
安徽卫视,http://113.133.234.33:8008/rtp/239.112.205.72:5140
重庆卫视,http://113.133.234.33:8008/rtp/239.112.205.179:5140
天津卫视,http://113.133.234.33:8008/rtp/239.112.205.74:5140
东南卫视,http://113.133.234.33:8008/rtp/239.112.205.182:5140
厦门卫视,http://113.133.234.33:8008/rtp/239.112.205.60:5140
河南卫视,http://113.133.234.33:8008/rtp/239.112.205.180:5140
江西卫视,http://113.133.234.33:8008/rtp/239.111.205.16:5140
吉林卫视,http://113.133.234.33:8008/rtp/239.112.205.183:5140
贵州卫视,http://113.133.234.33:8008/rtp/239.112.205.178:5140
辽宁卫视,http://113.133.234.33:8008/rtp/239.112.205.73:5140
河北卫视,http://113.133.234.33:8008/rtp/239.112.205.200:5140
云南卫视,http://113.133.234.33:8008/rtp/239.112.205.58:5140
山西卫视,http://113.133.234.33:8008/rtp/239.112.205.46:5140
甘肃卫视,http://113.133.234.33:8008/rtp/239.112.205.48:5140
宁夏卫视,http://113.133.234.33:8008/rtp/239.112.205.49:5140
海南卫视,http://113.133.234.33:8008/rtp/239.112.205.50:5140
广西卫视,http://113.133.234.33:8008/rtp/239.112.205.51:5140
青海卫视,http://113.133.234.33:8008/rtp/239.112.205.53:5140
西藏卫视,http://113.133.234.33:8008/rtp/239.112.205.54:5140
内蒙古卫视,http://113.133.234.33:8008/rtp/239.112.205.55:5140
新疆卫视,http://113.133.234.33:8008/rtp/239.112.205.56:5140
兵团卫视,http://113.133.234.33:8008/rtp/239.112.205.198:5140
广东卫视,http://113.93.48.90:9999/udp/239.77.1.19:5146
广东卫视,http://113.93.48.90:9999/udp/239.77.1.152:5146
广东卫视,http://113.93.48.90:9999/udp/239.77.0.84:5146
广东卫视,http://113.93.48.90:9999/udp/239.77.0.166:5146
大湾区卫视,http://113.93.48.90:9999/udp/239.77.0.215:5146
广东卫视,http://113.93.48.90:9999/udp/239.77.0.2:5146
广东卫视,http://113.93.48.90:9999/udp/239.77.1.2:5146
大湾区卫视,http://113.93.48.90:9999/udp/239.77.0.9:5146
大湾区卫视,http://113.93.48.90:9999/udp/239.77.1.12:5146
深圳卫视,http://113.93.48.90:9999/udp/239.77.0.55:5146
深圳卫视,http://113.93.48.90:9999/udp/239.77.1.21:5146
深圳卫视,http://113.93.48.90:9999/udp/239.77.1.3:5146
深圳卫视,http://113.93.48.90:9999/udp/239.77.1.148:5146
深圳卫视,http://113.93.48.90:9999/udp/239.77.0.92:5146
深圳卫视,http://113.93.48.90:9999/udp/239.77.0.130:5146
湖南卫视,http://113.93.48.90:9999/udp/239.77.0.46:5146
湖南卫视,http://113.93.48.90:9999/udp/239.77.1.29:5146
湖南卫视,http://113.93.48.90:9999/udp/239.77.1.5:5146
湖南卫视,http://113.93.48.90:9999/udp/239.77.1.129:5146
湖南卫视,http://113.93.48.90:9999/udp/239.77.0.88:5146
湖南卫视,http://113.93.48.90:9999/udp/239.77.0.127:5146
浙江卫视,http://113.93.48.90:9999/udp/239.77.0.47:5146
浙江卫视,http://113.93.48.90:9999/udp/239.77.1.32:5146
浙江卫视,http://113.93.48.90:9999/udp/239.77.1.33:5146
浙江卫视,http://113.93.48.90:9999/udp/239.77.1.150:5146
浙江卫视,http://113.93.48.90:9999/udp/239.77.0.89:5146
浙江卫视,http://113.93.48.90:9999/udp/239.77.0.125:5146
江苏卫视,http://113.93.48.90:9999/udp/239.77.0.48:5146
江苏卫视,http://113.93.48.90:9999/udp/239.77.1.40:5146
江苏卫视,http://113.93.48.90:9999/udp/239.77.1.18:5146
江苏卫视,http://113.93.48.90:9999/udp/239.77.1.149:5146
江苏卫视,http://113.93.48.90:9999/udp/239.77.0.90:5146
江苏卫视,http://113.93.48.90:9999/udp/239.77.0.126:5146
东方卫视,http://113.93.48.90:9999/udp/239.77.0.49:5146
东方卫视,http://113.93.48.90:9999/udp/239.77.1.48:5146
东方卫视,http://113.93.48.90:9999/udp/239.77.1.218:5146
东方卫视,http://113.93.48.90:9999/udp/239.77.1.156:5146
东方卫视,http://113.93.48.90:9999/udp/239.77.0.98:5146
安徽卫视,http://113.93.48.90:9999/udp/239.77.0.50:5146
安徽卫视,http://113.93.48.90:9999/udp/239.77.1.13:5146
安徽卫视,http://113.93.48.90:9999/udp/239.77.1.92:5146
安徽卫视,http://113.93.48.90:9999/udp/239.77.1.157:5146
安徽卫视,http://113.93.48.90:9999/udp/239.77.0.183:5146
北京卫视,http://113.93.48.90:9999/udp/239.77.0.51:5146
北京卫视,http://113.93.48.90:9999/udp/239.77.1.14:5146
北京卫视,http://113.93.48.90:9999/udp/239.77.1.4:5146
北京卫视,http://113.93.48.90:9999/udp/239.77.1.151:5146
北京卫视,http://113.93.48.90:9999/udp/239.77.0.91:5146
天津卫视,http://113.93.48.90:9999/udp/239.77.0.52:5146
天津卫视,http://113.93.48.90:9999/udp/239.77.1.37:5146
天津卫视,http://113.93.48.90:9999/udp/239.77.1.141:5146
天津卫视,http://113.93.48.90:9999/udp/239.77.1.182:5146
天津卫视,http://113.93.48.90:9999/udp/239.77.0.97:5146
天津卫视,http://113.93.48.90:9999/udp/239.77.0.131:5146
山东卫视,http://113.93.48.90:9999/udp/239.77.0.53:5146
山东卫视,http://113.93.48.90:9999/udp/239.77.1.66:5146
山东卫视,http://113.93.48.90:9999/udp/239.77.1.142:5146
山东卫视,http://113.93.48.90:9999/udp/239.77.1.153:5146
山东卫视,http://113.93.48.90:9999/udp/239.77.0.94:5146
山东卫视,http://113.93.48.90:9999/udp/239.77.0.132:5146
江西卫视,http://113.93.48.90:9999/udp/239.77.0.54:5146
江西卫视,http://113.93.48.90:9999/udp/239.77.1.73:5146
江西卫视,http://113.93.48.90:9999/udp/239.77.1.219:5146
江西卫视,http://113.93.48.90:9999/udp/239.77.0.149:5146
湖北卫视,http://113.93.48.90:9999/udp/239.77.0.56:5146
湖北卫视,http://113.93.48.90:9999/udp/239.77.1.44:5146
湖北卫视,http://113.93.48.90:9999/udp/239.77.1.93:5146
湖北卫视,http://113.93.48.90:9999/udp/239.77.1.174:5146
湖北卫视,http://113.93.48.90:9999/udp/239.77.0.95:5146
湖北卫视,http://113.93.48.90:9999/udp/239.77.0.128:5146
辽宁卫视,http://113.93.48.90:9999/udp/239.77.0.57:5146
辽宁卫视,http://113.93.48.90:9999/udp/239.77.1.62:5146
辽宁卫视,http://113.93.48.90:9999/udp/239.77.1.103:5146
辽宁卫视,http://113.93.48.90:9999/udp/239.77.0.123:5146
辽宁卫视),http://113.93.48.90:9999/udp/239.77.0.161:5146
黑龙江卫视,http://113.93.48.90:9999/udp/239.77.0.58:5146
黑龙江卫视,http://113.93.48.90:9999/udp/239.77.1.71:5146
黑龙江卫视,http://113.93.48.90:9999/udp/239.77.1.6:5146
黑龙江卫视,http://113.93.48.90:9999/udp/239.77.1.179:5146
黑龙江卫视,http://113.93.48.90:9999/udp/239.77.0.93:5146
黑龙江卫视,http://113.93.48.90:9999/udp/239.77.0.124:5146
贵州卫视,http://113.93.48.90:9999/udp/239.77.0.59:5146
贵州卫视,http://113.93.48.90:9999/udp/239.77.1.61:5146
贵州卫视,http://113.93.48.90:9999/udp/239.77.1.221:5146
贵州卫视,http://113.93.48.90:9999/udp/239.77.0.230:5146
四川卫视,http://113.93.48.90:9999/udp/239.77.0.60:5146
四川卫视,http://113.93.48.90:9999/udp/239.77.1.30:5146
四川卫视,http://113.93.48.90:9999/udp/239.77.1.215:5146
四川卫视,http://113.93.48.90:9999/udp/239.77.0.159:5146
四川卫视,http://113.93.48.90:9999/udp/239.77.0.163:5146
河南卫视,http://113.93.48.90:9999/udp/239.77.0.61:5146
河南卫视,http://113.93.48.90:9999/udp/239.77.1.58:5146
河南卫视,http://113.93.48.90:9999/udp/239.77.1.229:5146
河南卫视,http://113.93.48.90:9999/udp/239.77.0.17:5146
云南卫视,http://113.93.48.90:9999/udp/239.77.0.62:5146
云南卫视,http://113.93.48.90:9999/udp/239.77.1.72:5146
云南卫视,http://113.93.48.90:9999/udp/239.253.43.37:5146
云南卫视,http://113.93.48.90:9999/udp/239.253.43.100:5146
重庆卫视,http://113.93.48.90:9999/udp/239.77.0.63:5146
重庆卫视,http://113.93.48.90:9999/udp/239.77.1.16:5146
重庆卫视,http://113.93.48.90:9999/udp/239.77.1.162:5146
重庆卫视,http://113.93.48.90:9999/udp/239.77.1.210:5146
重庆卫视,http://113.93.48.90:9999/udp/239.77.0.182:5146
河北卫视,http://113.93.48.90:9999/udp/239.77.0.64:5146
河北卫视,http://113.93.48.90:9999/udp/239.77.1.60:5146
河北卫视,http://113.93.48.90:9999/udp/239.77.1.214:5146
河北卫视,http://113.93.48.90:9999/udp/239.77.0.148:5146
东南卫视,http://113.93.48.90:9999/udp/239.77.0.65:5146
东南卫视,http://113.93.48.90:9999/udp/239.77.1.1:5146
东南卫视,http://113.93.48.90:9999/udp/239.77.1.213:5146
东南卫视,http://113.93.48.90:9999/udp/239.77.1.104:5146
广东卫视,http://113.93.48.90:10000/udp/239.77.1.19:5146
广东卫视,http://113.93.48.90:10000/udp/239.77.1.152:5146
广东卫视,http://113.93.48.90:10000/udp/239.77.0.84:5146
广东卫视,http://113.93.48.90:10000/udp/239.77.0.166:5146
大湾区卫视,http://113.93.48.90:10000/udp/239.77.0.215:5146
广东卫视,http://113.93.48.90:10000/udp/239.77.0.2:5146
广东卫视,http://113.93.48.90:10000/udp/239.77.1.2:5146
大湾区卫视,http://113.93.48.90:10000/udp/239.77.0.9:5146
大湾区卫视,http://113.93.48.90:10000/udp/239.77.1.12:5146
深圳卫视,http://113.93.48.90:10000/udp/239.77.0.55:5146
深圳卫视,http://113.93.48.90:10000/udp/239.77.1.21:5146
深圳卫视,http://113.93.48.90:10000/udp/239.77.1.3:5146
深圳卫视,http://113.93.48.90:10000/udp/239.77.1.148:5146
深圳卫视,http://113.93.48.90:10000/udp/239.77.0.92:5146
深圳卫视,http://113.93.48.90:10000/udp/239.77.0.130:5146
湖南卫视,http://113.93.48.90:10000/udp/239.77.0.46:5146
湖南卫视,http://113.93.48.90:10000/udp/239.77.1.29:5146
湖南卫视,http://113.93.48.90:10000/udp/239.77.1.5:5146
湖南卫视,http://113.93.48.90:10000/udp/239.77.1.129:5146
湖南卫视,http://113.93.48.90:10000/udp/239.77.0.88:5146
湖南卫视,http://113.93.48.90:10000/udp/239.77.0.127:5146
浙江卫视,http://113.93.48.90:10000/udp/239.77.0.47:5146
浙江卫视,http://113.93.48.90:10000/udp/239.77.1.32:5146
浙江卫视,http://113.93.48.90:10000/udp/239.77.1.33:5146
浙江卫视,http://113.93.48.90:10000/udp/239.77.1.150:5146
浙江卫视,http://113.93.48.90:10000/udp/239.77.0.89:5146
浙江卫视,http://113.93.48.90:10000/udp/239.77.0.125:5146
江苏卫视,http://113.93.48.90:10000/udp/239.77.0.48:5146
江苏卫视,http://113.93.48.90:10000/udp/239.77.1.40:5146
江苏卫视,http://113.93.48.90:10000/udp/239.77.1.18:5146
江苏卫视,http://113.93.48.90:10000/udp/239.77.1.149:5146
江苏卫视,http://113.93.48.90:10000/udp/239.77.0.90:5146
江苏卫视,http://113.93.48.90:10000/udp/239.77.0.126:5146
东方卫视,http://113.93.48.90:10000/udp/239.77.0.49:5146
东方卫视,http://113.93.48.90:10000/udp/239.77.1.48:5146
东方卫视,http://113.93.48.90:10000/udp/239.77.1.218:5146
东方卫视,http://113.93.48.90:10000/udp/239.77.1.156:5146
东方卫视,http://113.93.48.90:10000/udp/239.77.0.98:5146
安徽卫视,http://113.93.48.90:10000/udp/239.77.0.50:5146
安徽卫视,http://113.93.48.90:10000/udp/239.77.1.13:5146
安徽卫视,http://113.93.48.90:10000/udp/239.77.1.92:5146
安徽卫视,http://113.93.48.90:10000/udp/239.77.1.157:5146
安徽卫视,http://113.93.48.90:10000/udp/239.77.0.183:5146
北京卫视,http://113.93.48.90:10000/udp/239.77.0.51:5146
北京卫视,http://113.93.48.90:10000/udp/239.77.1.14:5146
北京卫视,http://113.93.48.90:10000/udp/239.77.1.4:5146
北京卫视,http://113.93.48.90:10000/udp/239.77.1.151:5146
北京卫视,http://113.93.48.90:10000/udp/239.77.0.91:5146
天津卫视,http://113.93.48.90:10000/udp/239.77.0.52:5146
天津卫视,http://113.93.48.90:10000/udp/239.77.1.37:5146
天津卫视,http://113.93.48.90:10000/udp/239.77.1.141:5146
天津卫视,http://113.93.48.90:10000/udp/239.77.1.182:5146
天津卫视,http://113.93.48.90:10000/udp/239.77.0.97:5146
天津卫视,http://113.93.48.90:10000/udp/239.77.0.131:5146
山东卫视,http://113.93.48.90:10000/udp/239.77.0.53:5146
山东卫视,http://113.93.48.90:10000/udp/239.77.1.66:5146
山东卫视,http://113.93.48.90:10000/udp/239.77.1.142:5146
山东卫视,http://113.93.48.90:10000/udp/239.77.1.153:5146
山东卫视,http://113.93.48.90:10000/udp/239.77.0.94:5146
山东卫视,http://113.93.48.90:10000/udp/239.77.0.132:5146
江西卫视,http://113.93.48.90:10000/udp/239.77.0.54:5146
江西卫视,http://113.93.48.90:10000/udp/239.77.1.73:5146
江西卫视,http://113.93.48.90:10000/udp/239.77.1.219:5146
江西卫视,http://113.93.48.90:10000/udp/239.77.0.149:5146
湖北卫视,http://113.93.48.90:10000/udp/239.77.0.56:5146
湖北卫视,http://113.93.48.90:10000/udp/239.77.1.44:5146
湖北卫视,http://113.93.48.90:10000/udp/239.77.1.93:5146
湖北卫视,http://113.93.48.90:10000/udp/239.77.1.174:5146
湖北卫视,http://113.93.48.90:10000/udp/239.77.0.95:5146
湖北卫视,http://113.93.48.90:10000/udp/239.77.0.128:5146
辽宁卫视,http://113.93.48.90:10000/udp/239.77.0.57:5146
辽宁卫视,http://113.93.48.90:10000/udp/239.77.1.62:5146
辽宁卫视,http://113.93.48.90:10000/udp/239.77.1.103:5146
辽宁卫视,http://113.93.48.90:10000/udp/239.77.0.123:5146
辽宁卫视),http://113.93.48.90:10000/udp/239.77.0.161:5146
黑龙江卫视,http://113.93.48.90:10000/udp/239.77.0.58:5146
黑龙江卫视,http://113.93.48.90:10000/udp/239.77.1.71:5146
黑龙江卫视,http://113.93.48.90:10000/udp/239.77.1.6:5146
黑龙江卫视,http://113.93.48.90:10000/udp/239.77.1.179:5146
黑龙江卫视,http://113.93.48.90:10000/udp/239.77.0.93:5146
黑龙江卫视,http://113.93.48.90:10000/udp/239.77.0.124:5146
贵州卫视,http://113.93.48.90:10000/udp/239.77.0.59:5146
贵州卫视,http://113.93.48.90:10000/udp/239.77.1.61:5146
贵州卫视,http://113.93.48.90:10000/udp/239.77.1.221:5146
贵州卫视,http://113.93.48.90:10000/udp/239.77.0.230:5146
四川卫视,http://113.93.48.90:10000/udp/239.77.0.60:5146
四川卫视,http://113.93.48.90:10000/udp/239.77.1.30:5146
四川卫视,http://113.93.48.90:10000/udp/239.77.1.215:5146
四川卫视,http://113.93.48.90:10000/udp/239.77.0.159:5146
四川卫视,http://113.93.48.90:10000/udp/239.77.0.163:5146
河南卫视,http://113.93.48.90:10000/udp/239.77.0.61:5146
河南卫视,http://113.93.48.90:10000/udp/239.77.1.58:5146
河南卫视,http://113.93.48.90:10000/udp/239.77.1.229:5146
河南卫视,http://113.93.48.90:10000/udp/239.77.0.17:5146
云南卫视,http://113.93.48.90:10000/udp/239.77.0.62:5146
云南卫视,http://113.93.48.90:10000/udp/239.77.1.72:5146
云南卫视,http://113.93.48.90:10000/udp/239.253.43.37:5146
云南卫视,http://113.93.48.90:10000/udp/239.253.43.100:5146
重庆卫视,http://113.93.48.90:10000/udp/239.77.0.63:5146
重庆卫视,http://113.93.48.90:10000/udp/239.77.1.16:5146
重庆卫视,http://113.93.48.90:10000/udp/239.77.1.162:5146
重庆卫视,http://113.93.48.90:10000/udp/239.77.1.210:5146
重庆卫视,http://113.93.48.90:10000/udp/239.77.0.182:5146
河北卫视,http://113.93.48.90:10000/udp/239.77.0.64:5146
河北卫视,http://113.93.48.90:10000/udp/239.77.1.60:5146
河北卫视,http://113.93.48.90:10000/udp/239.77.1.214:5146
河北卫视,http://113.93.48.90:10000/udp/239.77.0.148:5146
东南卫视,http://113.93.48.90:10000/udp/239.77.0.65:5146
东南卫视,http://113.93.48.90:10000/udp/239.77.1.1:5146
东南卫视,http://113.93.48.90:10000/udp/239.77.1.213:5146
东南卫视,http://113.93.48.90:10000/udp/239.77.1.104:5146
天津卫视,http://60.24.0.187:4022/udp/225.1.1.111:5002
安徽卫视,http://60.24.0.187:4022/udp/225.1.1.127:5002
北京卫视,http://60.24.0.187:4022/udp/225.1.1.113:5002
东方卫视,http://60.24.0.187:4022/udp/225.1.2.31:5002
甘肃卫视,http://60.24.0.187:4022/udp/225.1.1.30:5002
广东卫视,http://60.24.0.187:4022/udp/225.1.1.116:5002
深圳卫视,http://60.24.0.187:4022/udp/225.1.1.117:5002
贵州卫视,http://60.24.0.187:4022/udp/225.1.2.28:5002
海南卫视,http://60.24.0.187:4022/udp/225.1.2.82:5002
三沙卫视,http://60.24.0.187:4022/udp/225.1.2.181:5002
河南卫视,http://60.24.0.187:4022/udp/225.1.2.61:5002
黑龙江卫视,http://60.24.0.187:4022/udp/225.1.1.115:5002
湖北卫视,http://60.24.0.187:4022/udp/225.1.1.147:5002
湖南卫视,http://60.24.0.187:4022/udp/225.1.1.114:5002
吉林卫视,http://60.24.0.187:4022/udp/225.1.2.26:5002
江苏卫视,http://60.24.0.187:4022/udp/225.1.1.126:5002
江西卫视,http://60.24.0.187:4022/udp/225.1.2.29:5002
辽宁卫视,http://60.24.0.187:4022/udp/225.1.1.154:5002
内蒙古卫视,http://60.24.0.187:4022/udp/225.1.1.32:5002
宁夏卫视,http://60.24.0.187:4022/udp/225.1.1.56:5002
青海卫视,http://60.24.0.187:4022/udp/225.1.1.54:5002
山西卫视,http://60.24.0.187:4022/udp/225.1.1.50:5002
陕西卫视,http://60.24.0.187:4022/udp/225.1.1.41:5002
四川卫视,http://60.24.0.187:4022/udp/225.1.1.123:5002
西藏卫视,http://60.24.0.187:4022/udp/225.1.1.51:5002
新疆卫视,http://60.24.0.187:4022/udp/225.1.1.35:5002
兵团卫视,http://60.24.0.187:4022/udp/225.1.1.57:5002
广西卫视,http://60.24.0.187:4022/udp/225.1.2.81:5002
云南卫视,http://60.24.0.187:4022/udp/225.1.1.61:5002
浙江卫视,http://60.24.0.187:4022/udp/225.1.1.112:5002
重庆卫视,http://60.24.0.187:4022/udp/225.1.1.155:5002
河北卫视,http://60.24.0.187:4022/udp/225.1.2.27:5002
保定卫视,http://60.24.0.187:4022/udp/225.1.1.83:5002
山东教育卫视,http://60.24.0.187:4022/udp/225.1.2.118:5002
河东卫视,http://60.24.0.187:4022/udp/225.1.2.2:5002
河西卫视,http://60.24.0.187:4022/udp/225.1.2.4:5002
蓟州卫视,http://60.24.0.187:4022/udp/225.1.1.82:5002
静海卫视,http://60.24.0.187:4022/udp/225.1.1.110:5002
BRTV北京卫视,http://114.243.96.186:4000/rtp/239.3.1.241:8000
湖南卫视,http://114.243.96.186:4000/rtp/239.3.1.132:8012
东方卫视,http://114.243.96.186:4000/rtp/239.3.1.136:8032
浙江卫视,http://114.243.96.186:4000/rtp/239.3.1.137:8036
江苏卫视,http://114.243.96.186:4000/rtp/239.3.1.135:8028
深圳卫视,http://114.243.96.186:4000/rtp/239.3.1.134:8020
广东卫视,http://114.243.96.186:4000/rtp/239.3.1.142:8048
安徽卫视,http://114.243.96.186:4000/rtp/239.3.1.211:8064
天津卫视,http://114.243.96.186:4000/rtp/239.3.1.141:1234
重庆卫视,http://114.243.96.186:4000/rtp/239.3.1.122:8160
山东卫视,http://114.243.96.186:4000/rtp/239.3.1.209:8052
黑龙江卫视,http://114.243.96.186:4000/rtp/239.3.1.133:8016
河北卫视,http://114.243.96.186:4000/rtp/239.3.1.148:8072
辽宁卫视,http://114.243.96.186:4000/rtp/239.3.1.210:8056
湖北卫视,http://114.243.96.186:4000/rtp/239.3.1.138:8044
吉林卫视,http://114.243.96.186:4000/rtp/239.3.1.240:8172
贵州卫视,http://114.243.96.186:4000/rtp/239.3.1.149:8076
东南卫视,http://114.243.96.186:4000/rtp/239.3.1.156:8148
江西卫视,http://114.243.96.186:4000/rtp/239.3.1.123:8164
海南卫视,http://114.243.96.186:4000/rtp/239.3.1.45:8304
云南卫视,http://114.243.96.186:4000/rtp/239.3.1.26:8108
兵团卫视,http://114.243.96.186:4000/rtp/239.3.1.144:4120
厦门卫视,http://114.243.96.186:4000/rtp/239.3.1.143:4120
四川卫视,http://114.243.96.186:4000/rtp/239.3.1.29:8288
南方卫视,http://114.243.96.186:4000/rtp/239.3.1.161:8001
宁夏卫视,http://114.243.96.186:4000/rtp/239.3.1.46:8124
山西卫视,http://114.243.96.186:4000/rtp/239.3.1.42:8172
广西卫视,http://114.243.96.186:4000/rtp/239.3.1.39:8300
新疆卫视,http://114.243.96.186:4000/rtp/239.3.1.48:8160
河南卫视,http://114.243.96.186:4000/rtp/239.3.1.27:8128
甘肃卫视,http://114.243.96.186:4000/rtp/239.3.1.49:8188
西藏卫视,http://114.243.96.186:4000/rtp/239.3.1.47:8164
三沙卫视,http://114.243.96.186:4000/rtp/239.3.1.155:4120
陕西卫视,http://114.243.96.186:4000/rtp/239.3.1.41:8140
青海卫视,http://114.243.96.186:4000/rtp/239.3.1.44:8184
内蒙古卫视,http://114.243.96.186:4000/rtp/239.3.1.43:8176
BRTV北京卫视,http://120.245.137.146:4022/udp/228.1.1.115:8000
湖南卫视,http://120.245.137.146:4022/udp/228.1.1.33:8012
东方卫视,http://120.245.137.146:4022/udp/228.1.1.39:8032
浙江卫视,http://120.245.137.146:4022/udp/228.1.1.13:8036
江苏卫视,http://120.245.137.146:4022/udp/228.1.1.37:8028
深圳卫视,http://120.245.137.146:4022/udp/228.1.1.36:8020
广东卫视,http://120.245.137.146:4022/udp/228.1.1.17:8048
安徽卫视,http://120.245.137.146:4022/udp/228.1.1.21:8064
天津卫视,http://120.245.137.146:4022/udp/228.1.1.15:1234
重庆卫视,http://120.245.137.146:4022/udp/228.1.1.210:8160
山东卫视,http://120.245.137.146:4022/udp/228.1.1.18:8052
黑龙江卫视,http://120.245.137.146:4022/udp/228.1.1.35:8016
河北卫视,http://120.245.137.146:4022/udp/228.1.1.187:8072
辽宁卫视,http://120.245.137.146:4022/udp/228.1.1.19:8056
湖北卫视,http://120.245.137.146:4022/udp/228.1.1.16:8044
吉林卫视,http://120.245.137.146:4022/udp/228.1.1.214:8172
贵州卫视,http://120.245.137.146:4022/udp/228.1.1.188:8076
东南卫视,http://120.245.137.146:4022/udp/228.1.1.185:8148
江西卫视,http://120.245.137.146:4022/udp/228.1.1.211:8164
海南卫视,http://120.245.137.146:4022/udp/228.1.1.81:8304
云南卫视,http://120.245.137.146:4022/udp/228.1.1.44:8108
兵团卫视,http://120.245.137.146:4022/udp/228.1.1.177:4120
厦门卫视,http://120.245.137.146:4022/udp/228.1.1.176:4120
四川卫视,http://120.245.137.146:4022/udp/228.1.1.77:8288
大湾区卫视,http://120.245.137.146:4022/udp/228.1.1.142:8002
宁夏卫视,http://120.245.137.146:4022/udp/228.1.1.49:8124
山西卫视,http://120.245.137.146:4022/udp/228.1.1.58:8172
广西卫视,http://120.245.137.146:4022/udp/228.1.1.80:8300
新疆卫视,http://120.245.137.146:4022/udp/228.1.1.56:8160
河南卫视,http://120.245.137.146:4022/udp/228.1.1.50:8128
甘肃卫视,http://120.245.137.146:4022/udp/228.1.1.61:8188
西藏卫视,http://120.245.137.146:4022/udp/228.1.1.57:8164
三沙卫视,http://120.245.137.146:4022/udp/228.1.1.186:4120
陕西卫视,http://120.245.137.146:4022/udp/228.1.1.53:8140
青海卫视,http://120.245.137.146:4022/udp/228.1.1.60:8184
内蒙古卫视,http://120.245.137.146:4022/udp/228.1.1.59:8176
地方,#genre#
,http://106.46.39.174:808/hls/14/index.m3u8
河南都市频道,http://106.46.39.174:808/hls/32/index.m3u8
河南民生频道,http://106.46.39.174:808/hls/33/index.m3u8
河南法制频道,http://106.46.39.174:808/hls/34/index.m3u8
河南电视剧频道,http://106.46.39.174:808/hls/35/index.m3u8
河南公共频道,http://106.46.39.174:808/hls/38/index.m3u8
河南新农村频道,http://106.46.39.174:808/hls/39/index.m3u8
河南国际频道,http://106.46.39.174:808/hls/40/index.m3u8
金鹰卡通,http://106.46.39.174:808/hls/91/index.m3u8
信阳综合频道,http://106.46.39.174:808/hls/100/index.m3u8
信阳公共频道,http://106.46.39.174:808/hls/101/index.m3u8
CGTN,http://123.183.25.111:6666/tsfile/live/0008_1.m3u8
河北经济生活,http://111.225.93.18:33333/hls/37/index.m3u8
