央视,#genre#
黑龙江卫视,http://59.172.84.192:8888/rtp/239.254.96.138:8902
湖南卫视,http://59.172.84.192:8888/rtp/239.254.96.139:8908
广东卫视,http://59.172.84.192:8888/rtp/239.254.96.140:8914
北京卫视,http://59.172.84.192:8888/rtp/239.254.96.141:8920
东方卫视,http://59.172.84.192:8888/rtp/239.254.96.142:8926
浙江卫视,http://59.172.84.192:8888/rtp/239.254.96.143:8932
江苏卫视,http://59.172.84.192:8888/rtp/239.254.96.144:8938
天津卫视,http://59.172.84.192:8888/rtp/239.69.1.68:10048
山东卫视,http://59.172.84.192:8888/rtp/239.69.1.69:10054
安徽卫视,http://59.172.84.192:8888/rtp/239.69.1.70:10060
辽宁卫视,http://59.172.84.192:8888/rtp/239.69.1.71:10066
东南卫视,http://59.172.84.192:8888/rtp/239.69.1.108:10286
江西卫视,http://59.172.84.192:8888/rtp/239.69.1.126:10394
重庆卫视,http://59.172.84.192:8888/rtp/239.69.1.149:10530
贵州卫视,http://59.172.84.192:8888/rtp/239.69.1.150:10536
海南卫视,http://59.172.84.192:8888/rtp/239.69.1.151:10542
河南卫视,http://59.172.84.192:8888/rtp/239.69.1.168:10644
四川卫视,http://59.172.84.192:8888/rtp/239.69.1.169:10650
广西卫视,http://59.172.84.192:8888/rtp/239.69.1.191:10788
吉林卫视,http://59.172.84.192:8888/rtp/239.69.1.212:10914
河北卫视,http://59.172.84.192:8888/rtp/239.69.1.157:10578
东方卫视,http://59.172.84.192:8888/rtp/239.69.1.173:10674
江苏卫视,http://59.172.84.192:8888/rtp/239.69.1.174:10680
陕西卫视,http://113.133.234.33:8014/rtp/239.111.205.35:5140
农林卫视,http://113.133.234.33:8014/rtp/239.112.205.27:5140
东方卫视,http://113.133.234.33:8014/rtp/239.112.205.61:5140
